,observation_date,PCEPILFE_20000801,PCEPILFE_20000828,PCEPILFE_20000929,PCEPILFE_20001030,PCEPILFE_20001130,PCEPILFE_20001222,PCEPILFE_20010201,PCEPILFE_20010301,PCEPILFE_20010330,PCEPILFE_20010430,PCEPILFE_20010529,PCEPILFE_20010702,PCEPILFE_20010731,PCEPILFE_20010830,PCEPILFE_20011001,PCEPILFE_20011101,PCEPILFE_20011203,PCEPILFE_20011221,PCEPILFE_20020131,PCEPILFE_20020301,PCEPILFE_20020329,PCEPILFE_20020429,PCEPILFE_20020528,PCEPILFE_20020628,PCEPILFE_20020802,PCEPILFE_20020830,PCEPILFE_20020930,PCEPILFE_20021101,PCEPILFE_20021127,PCEPILFE_20021223,PCEPILFE_20030131,PCEPILFE_20030303,PCEPILFE_20030328,PCEPILFE_20030428,PCEPILFE_20030530,PCEPILFE_20030627,PCEPILFE_20030801,PCEPILFE_20030829,PCEPILFE_20030929,PCEPILFE_20031031,PCEPILFE_20031126,PCEPILFE_20031223,PCEPILFE_20040105,PCEPILFE_20040202,PCEPILFE_20040301,PCEPILFE_20040326,PCEPILFE_20040430,PCEPILFE_20040528,PCEPILFE_20040628,PCEPILFE_20040803,PCEPILFE_20040830,PCEPILFE_20040930,PCEPILFE_20041101,PCEPILFE_20041201,PCEPILFE_20041223,PCEPILFE_20050131,PCEPILFE_20050228,PCEPILFE_20050331,PCEPILFE_20050429,PCEPILFE_20050527,PCEPILFE_20050630,PCEPILFE_20050802,PCEPILFE_20050901,PCEPILFE_20050930,PCEPILFE_20051031,PCEPILFE_20051201,PCEPILFE_20051222,PCEPILFE_20060130,PCEPILFE_20060301,PCEPILFE_20060331,PCEPILFE_20060501,PCEPILFE_20060526,PCEPILFE_20060630,PCEPILFE_20060801,PCEPILFE_20060831,PCEPILFE_20060929,PCEPILFE_20061030,PCEPILFE_20061130,PCEPILFE_20061222,PCEPILFE_20070201,PCEPILFE_20070301,PCEPILFE_20070330,PCEPILFE_20070430,PCEPILFE_20070601,PCEPILFE_20070629,PCEPILFE_20070731,PCEPILFE_20070831,PCEPILFE_20070928,PCEPILFE_20071101,PCEPILFE_20071130,PCEPILFE_20071221,PCEPILFE_20080131,PCEPILFE_20080229,PCEPILFE_20080328,PCEPILFE_20080501,PCEPILFE_20080530,PCEPILFE_20080627,PCEPILFE_20080804,PCEPILFE_20080829,PCEPILFE_20080929,PCEPILFE_20081031,PCEPILFE_20081126,PCEPILFE_20081224,PCEPILFE_20090202,PCEPILFE_20090302,PCEPILFE_20090327,PCEPILFE_20090430,PCEPILFE_20090601,PCEPILFE_20090626,PCEPILFE_20090804,PCEPILFE_20090805,PCEPILFE_20090828,PCEPILFE_20091001,PCEPILFE_20091030,PCEPILFE_20091125,PCEPILFE_20091223,PCEPILFE_20100201,PCEPILFE_20100301,PCEPILFE_20100329,PCEPILFE_20100503,PCEPILFE_20100528,PCEPILFE_20100628,PCEPILFE_20100803,PCEPILFE_20100830,PCEPILFE_20101001,PCEPILFE_20101101,PCEPILFE_20101124,PCEPILFE_20101223,PCEPILFE_20110131,PCEPILFE_20110228,PCEPILFE_20110328,PCEPILFE_20110429,PCEPILFE_20110527,PCEPILFE_20110627,PCEPILFE_20110802,PCEPILFE_20110829,PCEPILFE_20110930,PCEPILFE_20111028,PCEPILFE_20111123,PCEPILFE_20111223,PCEPILFE_20120130,PCEPILFE_20120301,PCEPILFE_20120330,PCEPILFE_20120430,PCEPILFE_20120601,PCEPILFE_20120629,PCEPILFE_20120731,PCEPILFE_20120830,PCEPILFE_20120928,PCEPILFE_20121029,PCEPILFE_20121130,PCEPILFE_20121221,PCEPILFE_20130131,PCEPILFE_20130301,PCEPILFE_20130329,PCEPILFE_20130429,PCEPILFE_20130531,PCEPILFE_20130627,PCEPILFE_20130802,PCEPILFE_20130830,PCEPILFE_20130927,PCEPILFE_20131108,PCEPILFE_20131206,PCEPILFE_20131223,PCEPILFE_20140131,PCEPILFE_20140303,PCEPILFE_20140328,PCEPILFE_20140501,PCEPILFE_20140530,PCEPILFE_20140626,PCEPILFE_20140801,PCEPILFE_20140829,PCEPILFE_20140929,PCEPILFE_20141031,PCEPILFE_20141126,PCEPILFE_20141223,PCEPILFE_20150202,PCEPILFE_20150302,PCEPILFE_20150330,PCEPILFE_20150430,PCEPILFE_20150601,PCEPILFE_20150625,PCEPILFE_20150803,PCEPILFE_20150828,PCEPILFE_20150928,PCEPILFE_20151030,PCEPILFE_20151125,PCEPILFE_20151223,PCEPILFE_20160201,PCEPILFE_20160226,PCEPILFE_20160328,PCEPILFE_20160429,PCEPILFE_20160531,PCEPILFE_20160629,PCEPILFE_20160802,PCEPILFE_20160829,PCEPILFE_20160930,PCEPILFE_20161031,PCEPILFE_20161130,PCEPILFE_20161222,PCEPILFE_20170130,PCEPILFE_20170301,PCEPILFE_20170331,PCEPILFE_20170501,PCEPILFE_20170530,PCEPILFE_20170630,PCEPILFE_20170801,PCEPILFE_20170831,PCEPILFE_20170929,PCEPILFE_20171030,PCEPILFE_20171130,PCEPILFE_20171222,PCEPILFE_20180129,PCEPILFE_20180301,PCEPILFE_20180329,PCEPILFE_20180430,PCEPILFE_20180531,PCEPILFE_20180629,PCEPILFE_20180731,PCEPILFE_20180830,PCEPILFE_20180928,PCEPILFE_20181029,PCEPILFE_20181129,PCEPILFE_20181221,PCEPILFE_20190301,PCEPILFE_20190329,PCEPILFE_20190429,PCEPILFE_20190531,PCEPILFE_20190628,PCEPILFE_20190730,PCEPILFE_20190830,PCEPILFE_20190927,PCEPILFE_20191031,PCEPILFE_20191127,PCEPILFE_20191220,PCEPILFE_20200131,PCEPILFE_20200228,PCEPILFE_20200327,PCEPILFE_20200430,PCEPILFE_20200529,PCEPILFE_20200626,PCEPILFE_20200731,PCEPILFE_20200828,PCEPILFE_20201001,PCEPILFE_20201030,PCEPILFE_20201125,PCEPILFE_20201223
446,1996-03-01,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,99.55,,93.68,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,93.682,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.885,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,84.926,79.38,79.38,79.38,79.38,79.38,79.38,79.38,79.38,79.38,79.38,79.38,79.38,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,79.382,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639,75.639
447,1996-04-01,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,99.65,,93.79,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,93.785,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,84.989,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,85.029,79.485,79.485,79.485,79.485,79.485,79.485,79.485,79.485,79.485,79.485,79.485,79.485,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,79.487,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741,75.741
448,1996-05-01,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,,93.94,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,93.943,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.13,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,85.17,79.622,79.622,79.622,79.622,79.622,79.622,79.622,79.622,79.622,79.622,79.622,79.622,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,79.624,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873,75.873
449,1996-06-01,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,99.87,,94.0,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,94.001,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.203,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,85.244,79.684,79.684,79.684,79.684,79.684,79.684,79.684,79.684,79.684,79.684,79.684,79.684,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,79.686,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931,75.931
450,1996-07-01,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,,94.16,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,94.159,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.384,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,85.425,79.835,79.835,79.835,79.835,79.835,79.835,79.835,79.835,79.835,79.835,79.835,79.835,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,79.837,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074,76.074
451,1996-08-01,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,100.11,,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,94.23,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.472,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,85.512,79.907,79.907,79.907,79.907,79.907,79.907,79.907,79.907,79.907,79.907,79.907,79.907,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,79.908,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14,76.14
452,1996-09-01,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.32,,94.49,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,94.486,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.726,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,85.767,80.141,80.141,80.141,80.141,80.141,80.141,80.141,80.141,80.141,80.141,80.141,80.141,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,80.142,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37,76.37
453,1996-10-01,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,100.57,,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,94.68,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.921,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,85.962,80.327,80.327,80.327,80.327,80.327,80.327,80.327,80.327,80.327,80.327,80.327,80.327,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,80.329,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552,76.552
454,1996-11-01,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,100.74,,94.81,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,94.812,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,86.091,80.439,80.439,80.439,80.439,80.439,80.439,80.439,80.439,80.439,80.439,80.439,80.439,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,80.441,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652,76.652
455,1996-12-01,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,100.84,,94.86,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,94.863,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.107,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,86.148,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.47,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,80.472,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682,76.682
456,1997-01-01,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,101.05,,94.94,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,94.937,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.234,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,86.275,80.554,80.554,80.554,80.554,80.554,80.554,80.554,80.554,80.554,80.554,80.554,80.554,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,80.556,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763,76.763
