observation_date,JCXFE_19990729,JCXFE_19990826,JCXFE_19990930,JCXFE_19991030,JCXFE_19991124,JCXFE_19991222,JCXFE_20000128,JCXFE_20000225,JCXFE_20000330,JCXFE_20000403,JCXFE_20000427,JCXFE_20000525,JCXFE_20000629,JCXFE_20000728,JCXFE_20000825,JCXFE_20000928,JCXFE_20001027,JCXFE_20001129,JCXFE_20001221,JCXFE_20010131,JCXFE_20010228,JCXFE_20010427,JCXFE_20010525,JCXFE_20010727,JCXFE_20010829,JCXFE_20010928,JCXFE_20011031,JCXFE_20011130,JCXFE_20011221,JCXFE_20020130,JCXFE_20020228,JCXFE_20020328,JCXFE_20020426,JCXFE_20020524,JCXFE_20020627,JCXFE_20020731,JCXFE_20020829,JCXFE_20020927,JCXFE_20021031,JCXFE_20021126,JCXFE_20021220,JCXFE_20030130,JCXFE_20030228,JCXFE_20030327,JCXFE_20030425,JCXFE_20030529,JCXFE_20030731,JCXFE_20030828,JCXFE_20030926,JCXFE_20031030,JCXFE_20031125,JCXFE_20031211,JCXFE_20031223,JCXFE_20040130,JCXFE_20040227,JCXFE_20040325,JCXFE_20040429,JCXFE_20040527,JCXFE_20040625,JCXFE_20040730,JCXFE_20040827,JCXFE_20040929,JCXFE_20041029,JCXFE_20041130,JCXFE_20041222,JCXFE_20050128,JCXFE_20050225,JCXFE_20050330,JCXFE_20050428,JCXFE_20050526,JCXFE_20050629,JCXFE_20050729,JCXFE_20050831,JCXFE_20050929,JCXFE_20051028,JCXFE_20051130,JCXFE_20051221,JCXFE_20060127,JCXFE_20060228,JCXFE_20060330,JCXFE_20060428,JCXFE_20060525,JCXFE_20060629,JCXFE_20060728,JCXFE_20060830,JCXFE_20060928,JCXFE_20061027,JCXFE_20061129,JCXFE_20061221,JCXFE_20070131,JCXFE_20070228,JCXFE_20070329,JCXFE_20070427,JCXFE_20070531,JCXFE_20070628,JCXFE_20070727,JCXFE_20070830,JCXFE_20070927,JCXFE_20071031,JCXFE_20071129,JCXFE_20071220,JCXFE_20080130,JCXFE_20080228,JCXFE_20080327,JCXFE_20080430,JCXFE_20080529,JCXFE_20080626,JCXFE_20080731,JCXFE_20080926,JCXFE_20081030,JCXFE_20081125,JCXFE_20081223,JCXFE_20090130,JCXFE_20090227,JCXFE_20090326,JCXFE_20090429,JCXFE_20090529,JCXFE_20090625,JCXFE_20090731,JCXFE_20090805,JCXFE_20090827,JCXFE_20090930,JCXFE_20091029,JCXFE_20091124,JCXFE_20091222,JCXFE_20100129,JCXFE_20100226,JCXFE_20100326,JCXFE_20100430,JCXFE_20100527,JCXFE_20100625,JCXFE_20100730,JCXFE_20100827,JCXFE_20100930,JCXFE_20101029,JCXFE_20101123,JCXFE_20101222,JCXFE_20110128,JCXFE_20110225,JCXFE_20110325,JCXFE_20110428,JCXFE_20110526,JCXFE_20110624,JCXFE_20110729,JCXFE_20110826,JCXFE_20110929,JCXFE_20111027,JCXFE_20111122,JCXFE_20111222,JCXFE_20120127,JCXFE_20120229,JCXFE_20120329,JCXFE_20120427,JCXFE_20120531,JCXFE_20120628,JCXFE_20120727,JCXFE_20120829,JCXFE_20120927,JCXFE_20121026,JCXFE_20121129,JCXFE_20121220,JCXFE_20130130,JCXFE_20130228,JCXFE_20130328,JCXFE_20130426,JCXFE_20130530,JCXFE_20130626,JCXFE_20130731,JCXFE_20130829,JCXFE_20130926,JCXFE_20131107,JCXFE_20131205,JCXFE_20131220,JCXFE_20140130,JCXFE_20140228,JCXFE_20140327,JCXFE_20140430,JCXFE_20140529,JCXFE_20140625,JCXFE_20140730,JCXFE_20140926,JCXFE_20141030,JCXFE_20141125,JCXFE_20141223,JCXFE_20150130,JCXFE_20150227,JCXFE_20150327,JCXFE_20150429,JCXFE_20150529,JCXFE_20150624,JCXFE_20150730,JCXFE_20150827,JCXFE_20150925,JCXFE_20151029,JCXFE_20151124,JCXFE_20151222,JCXFE_20160129,JCXFE_20160226,JCXFE_20160325,JCXFE_20160428,JCXFE_20160527,JCXFE_20160628,JCXFE_20160729,JCXFE_20160826,JCXFE_20160929,JCXFE_20161028,JCXFE_20161129,JCXFE_20161222,JCXFE_20170127,JCXFE_20170228,JCXFE_20170330,JCXFE_20170428,JCXFE_20170526,JCXFE_20170629,JCXFE_20170728,JCXFE_20170830,JCXFE_20170928,JCXFE_20171027,JCXFE_20171129,JCXFE_20171221,JCXFE_20180126,JCXFE_20180228,JCXFE_20180427,JCXFE_20180530,JCXFE_20180628,JCXFE_20180727,JCXFE_20180829,JCXFE_20180927,JCXFE_20181026,JCXFE_20181128,JCXFE_20181221,JCXFE_20190228,JCXFE_20190328,JCXFE_20190426,JCXFE_20190530,JCXFE_20190627,JCXFE_20190726,JCXFE_20190829,JCXFE_20190926,JCXFE_20191030,JCXFE_20191127,JCXFE_20191220,JCXFE_20200130,JCXFE_20200227,JCXFE_20200326,JCXFE_20200429,JCXFE_20200528,JCXFE_20200625,JCXFE_20200730,JCXFE_20200827,JCXFE_20200930,JCXFE_20201029,JCXFE_20201125,JCXFE_20201222,JCXFE_20210128
2003-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.14,105.143,105.257,105.257,105.257,105.257,105.527,105.527,105.527,105.527,105.527,105.527,105.527,105.527,105.527,105.527,105.527,105.527,105.62,105.62,105.62,105.62,105.62,105.62,105.62,105.62,105.62,105.62,105.62,105.62,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,105.806,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.379,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,96.413,89.542,89.542,89.542,89.542,89.542,89.542,89.542,89.542,89.542,89.542,89.542,89.542,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,89.541,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334,85.334
2004-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.782,105.714,105.78,106.081,106.081,106.081,106.081,106.081,106.081,106.081,106.081,106.081,106.081,106.081,106.081,106.319,106.319,106.319,106.319,106.319,106.319,106.319,106.319,106.319,106.319,106.319,106.319,106.451,106.451,106.451,106.451,106.451,106.451,106.451,106.451,106.451,106.451,106.451,106.451,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,106.442,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.957,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,96.988,90.028,90.028,90.028,90.028,90.028,90.028,90.028,90.028,90.028,90.028,90.028,90.028,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,90.026,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86
2004-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.567,106.535,106.523,106.523,106.523,106.523,106.523,106.523,106.523,106.523,106.523,106.523,106.966,106.966,106.966,106.966,106.966,106.966,106.966,106.966,106.966,106.966,106.966,106.966,107.106,107.106,107.106,107.106,107.106,107.106,107.106,107.106,107.106,107.106,107.106,107.106,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,107.142,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.592,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,97.62,90.573,90.573,90.573,90.573,90.573,90.573,90.573,90.573,90.573,90.573,90.573,90.573,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,90.572,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363,86.363
2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.705,106.704,106.753,106.753,106.753,106.753,106.753,106.753,106.753,107.358,107.358,107.358,107.358,107.358,107.358,107.358,107.358,107.358,107.358,107.358,107.358,107.549,107.549,107.549,107.549,107.549,107.549,107.549,107.549,107.549,107.549,107.549,107.549,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,107.601,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.078,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,98.104,90.99,90.99,90.99,90.99,90.99,90.99,90.99,90.99,90.99,90.99,90.99,90.99,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,90.989,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684,86.684
2004-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.181,107.176,107.217,107.217,107.217,107.217,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,108.151,108.151,108.151,108.151,108.151,108.151,108.151,108.151,108.151,108.151,108.151,108.151,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,108.169,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.527,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,98.547,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,91.415,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153,87.153
2005-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.814,107.797,107.743,108.617,108.617,108.617,108.617,108.617,108.617,108.617,108.617,108.617,108.617,108.617,108.617,108.787,108.787,108.787,108.787,108.787,108.787,108.787,108.787,108.787,108.787,108.787,108.787,108.858,108.858,108.858,108.858,108.858,108.858,108.858,108.858,108.858,108.858,108.858,108.858,108.838,108.838,108.838,108.838,108.838,108.838,108.838,108.838,108.838,108.838,108.838,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.229,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,99.24,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,91.999,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762,87.762
2005-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.093,109.047,109.083,109.083,109.083,109.083,109.083,109.083,109.083,109.083,109.083,109.083,109.298,109.298,109.298,109.298,109.298,109.298,109.298,109.298,109.298,109.298,109.298,109.298,109.422,109.422,109.422,109.422,109.422,109.422,109.422,109.422,109.422,109.422,109.422,109.422,109.405,109.405,109.405,109.405,109.405,109.405,109.405,109.405,109.405,109.405,109.405,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.768,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,99.766,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,92.489,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165,88.165
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.449,109.415,109.45,109.45,109.45,109.45,109.45,109.45,109.45,109.732,109.732,109.732,109.732,109.732,109.732,109.732,109.732,109.732,109.732,109.732,109.732,109.878,109.878,109.878,109.878,109.878,109.878,109.878,109.878,109.878,109.878,109.878,109.878,109.838,109.838,109.838,109.838,109.838,109.838,109.838,109.838,109.838,109.838,109.838,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.172,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,100.169,92.871,92.871,92.871,92.871,92.871,92.871,92.871,92.871,92.871,92.871,92.871,92.871,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,92.874,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495,88.495
2005-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.037,110.029,110.095,110.095,110.095,110.095,110.418,110.418,110.418,110.418,110.418,110.418,110.418,110.418,110.418,110.418,110.418,110.418,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.52,110.495,110.495,110.495,110.495,110.495,110.495,110.495,110.495,110.495,110.495,110.495,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.831,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,100.825,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,93.481,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07,89.07
2006-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.654,110.641,110.653,110.983,110.983,110.983,110.983,110.983,110.983,110.983,110.983,110.983,110.983,110.983,110.983,111.078,111.078,111.078,111.078,111.078,111.078,111.078,111.078,111.078,111.078,111.078,111.078,111.076,111.076,111.076,111.076,111.076,111.076,111.076,111.076,111.076,111.076,111.076,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.325,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,101.316,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,93.957,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573,89.573
2006-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.774,111.764,111.738,111.738,111.738,111.738,111.738,111.738,111.738,111.738,111.738,111.738,111.871,111.871,111.871,111.871,111.871,111.871,111.871,111.871,111.871,111.871,111.871,111.871,111.887,111.887,111.887,111.887,111.887,111.887,111.887,111.887,111.887,111.887,111.887,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.057,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,102.033,94.588,94.588,94.588,94.588,94.588,94.588,94.588,94.588,94.588,94.588,94.588,94.588,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,94.59,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211,90.211
2006-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.381,112.359,112.337,112.337,112.337,112.337,112.337,112.337,112.337,112.519,112.519,112.519,112.519,112.519,112.519,112.519,112.519,112.519,112.519,112.519,112.519,112.531,112.531,112.531,112.531,112.531,112.531,112.531,112.531,112.531,112.531,112.531,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.63,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,102.596,95.095,95.095,95.095,95.095,95.095,95.095,95.095,95.095,95.095,95.095,95.095,95.095,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,95.097,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698,90.698
2006-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.919,112.868,112.838,112.838,112.838,112.838,113.052,113.052,113.052,113.052,113.052,113.052,113.052,113.052,113.052,113.052,113.052,113.052,113.022,113.022,113.022,113.022,113.022,113.022,113.022,113.022,113.022,113.022,113.022,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.154,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,103.114,95.499,95.499,95.499,95.499,95.499,95.499,95.499,95.499,95.499,95.499,95.499,95.499,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,95.498,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086,91.086
2007-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.466,113.457,113.512,113.73,113.73,113.73,113.73,113.73,113.73,113.73,113.73,113.73,113.73,113.73,113.73,113.682,113.682,113.682,113.682,113.682,113.682,113.682,113.682,113.682,113.682,113.682,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.862,103.905,103.905,103.905,103.905,103.905,103.905,103.905,103.905,103.905,103.905,103.905,103.905,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,103.857,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,96.177,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746,91.746
